Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Surf. Tension (N/m)	Phase
117.31	1.0419	51.613	0.019375	1.1409	1.9474	113.10	15.237	32.456	184.74	18.516	10.201	0.0087152	vapor
117.81	1.0723	53.115	0.018827	1.1390	1.9454	112.89	15.293	32.802	184.82	18.356	10.262	0.0087929	vapor
118.31	1.1033	54.653	0.018297	1.1368	1.9432	112.67	15.351	33.159	184.89	18.197	10.324	0.0088723	vapor
118.81	1.1349	56.228	0.017785	1.1345	1.9408	112.46	15.409	33.528	184.95	18.039	10.387	0.0089533	vapor
119.31	1.1672	57.841	0.017289	1.1320	1.9381	112.25	15.469	33.909	185.01	17.883	10.450	0.0090362	vapor
119.81	1.2001	59.492	0.016809	1.1294	1.9352	112.04	15.529	34.304	185.07	17.728	10.514	0.0091210	vapor
120.31	1.2337	61.183	0.016344	1.1265	1.9320	111.82	15.591	34.713	185.11	17.573	10.579	0.0092077	vapor
120.81	1.2679	62.915	0.015894	1.1235	1.9285	111.61	15.654	35.136	185.16	17.420	10.644	0.0092965	vapor
121.31	1.3028	64.688	0.015459	1.1203	1.9248	111.40	15.718	35.575	185.19	17.268	10.711	0.0093874	vapor
121.81	1.3384	66.504	0.015037	1.1168	1.9208	111.19	15.784	36.029	185.22	17.116	10.778	0.0094805	vapor
122.31	1.3747	68.364	0.014628	1.1132	1.9165	110.98	15.851	36.501	185.25	16.966	10.846	0.0095760	vapor
122.81	1.4116	70.269	0.014231	1.1094	1.9119	110.77	15.919	36.991	185.27	16.816	10.915	0.0096740	vapor
123.31	1.4493	72.220	0.013847	1.1054	1.9071	110.56	15.988	37.499	185.28	16.667	10.984	0.0097746	vapor
123.81	1.4877	74.219	0.013474	1.1011	1.9019	110.34	16.059	38.027	185.28	16.519	11.055	0.0098779	vapor
124.31	1.5268	76.267	0.013112	1.0967	1.8964	110.13	16.131	38.577	185.29	16.371	11.127	0.0099840	vapor
124.81	1.5667	78.365	0.012761	1.0920	1.8906	109.92	16.205	39.149	185.28	16.224	11.200	0.010093	vapor
125.31	1.6072	80.515	0.012420	1.0871	1.8845	109.71	16.281	39.744	185.27	16.078	11.274	0.010205	vapor
125.81	1.6485	82.719	0.012089	1.0819	1.8780	109.50	16.358	40.365	185.25	15.932	11.349	0.010321	vapor
126.31	1.6906	84.978	0.011768	1.0765	1.8712	109.28	16.436	41.012	185.23	15.786	11.425	0.010440	vapor
126.81	1.7334	87.294	0.011456	1.0708	1.8641	109.07	16.517	41.687	185.20	15.641	11.503	0.010563	vapor
127.31	1.7770	89.668	0.011152	1.0649	1.8566	108.86	16.599	42.393	185.16	15.496	11.582	0.010689	vapor
127.81	1.8214	92.103	0.010857	1.0587	1.8487	108.64	16.683	43.131	185.11	15.351	11.662	0.010820	vapor
128.31	1.8665	94.601	0.010571	1.0522	1.8404	108.43	16.769	43.903	185.06	15.207	11.744	0.010955	vapor
128.81	1.9125	97.164	0.010292	1.0455	1.8318	108.21	16.857	44.711	185.01	15.063	11.827	0.011094	vapor
129.31	1.9592	99.794	0.010021	1.0384	1.8227	107.99	16.947	45.559	184.94	14.919	11.912	0.011239	vapor
129.81	2.0068	102.49	0.0097567	1.0311	1.8132	107.77	17.040	46.449	184.87	14.775	11.998	0.011388	vapor
130.31	2.0551	105.26	0.0094998	1.0234	1.8033	107.56	17.134	47.384	184.80	14.630	12.087	0.011543	vapor
130.81	2.1043	108.11	0.0092497	1.0154	1.7930	107.34	17.230	48.368	184.72	14.486	12.177	0.011704	vapor
131.31	2.1544	111.04	0.0090061	1.0071	1.7822	107.11	17.329	49.404	184.63	14.342	12.269	0.011871	vapor
131.81	2.2053	114.04	0.0087687	0.99840	1.7709	106.89	17.431	50.498	184.53	14.198	12.362	0.012044	vapor
132.31	2.2570	117.13	0.0085374	0.98935	1.7591	106.67	17.535	51.653	184.43	14.053	12.459	0.012224	vapor
132.81	2.3096	120.31	0.0083119	0.97992	1.7468	106.44	17.642	52.876	184.32	13.907	12.557	0.012412	vapor
133.31	2.3631	123.58	0.0080921	0.97009	1.7340	106.21	17.752	54.172	184.20	13.762	12.658	0.012607	vapor
133.81	2.4174	126.94	0.0078775	0.95984	1.7206	105.98	17.865	55.548	184.07	13.615	12.761	0.012811	vapor
134.31	2.4727	130.41	0.0076682	0.94917	1.7066	105.75	17.983	57.013	183.94	13.468	12.867	0.013024	vapor
134.81	2.5288	133.98	0.0074639	0.93805	1.6921	105.51	18.104	58.574	183.79	13.320	12.975	0.013247	vapor
135.31	2.5859	137.66	0.0072643	0.92645	1.6769	105.28	18.230	60.243	183.64	13.171	13.087	0.013481	vapor
135.81	2.6439	141.46	0.0070694	0.91435	1.6610	105.04	18.361	62.029	183.48	13.020	13.201	0.013726	vapor
136.31	2.7028	145.37	0.0068788	0.90174	1.6445	104.80	18.497	63.947	183.30	12.869	13.319	0.013983	vapor
136.81	2.7627	149.42	0.0066925	0.88858	1.6272	104.55	18.639	66.010	183.11	12.715	13.441	0.014254	vapor
137.31	2.8235	153.60	0.0065103	0.87483	1.6091	104.30	18.789	68.236	182.91	12.560	13.566	0.014539	vapor
137.81	2.8853	157.93	0.0063319	0.86048	1.5903	104.05	18.945	70.645	182.69	12.403	13.695	0.014840	vapor
138.31	2.9481	162.41	0.0061573	0.84549	1.5706	103.79	19.109	73.259	182.45	12.244	13.829	0.015159	vapor
138.81	3.0118	167.05	0.0059862	0.82981	1.5501	103.53	19.282	76.105	182.20	12.082	13.967	0.015496	vapor
139.31	3.0766	171.86	0.0058185	0.81340	1.5285	103.27	19.465	79.213	181.92	11.918	14.110	0.015854	vapor
139.81	3.1424	176.86	0.0056541	0.79622	1.5060	103.00	19.658	82.622	181.62	11.752	14.259	0.016236	vapor
140.31	3.2092	182.06	0.0054926	0.77820	1.4824	102.72	19.862	86.375	181.30	11.582	14.413	0.016643	vapor
140.81	3.2771	187.47	0.0053341	0.75930	1.4576	102.44	20.079	90.525	180.95	11.409	14.574	0.017078	vapor
141.31	3.3460	193.12	0.0051782	0.73943	1.4316	102.16	20.310	95.137	180.58	11.233	14.742	0.017545	vapor
141.81	3.4160	199.01	0.0050249	0.71853	1.4042	101.86	20.556	100.29	180.17	11.053	14.917	0.018048	vapor
142.31	3.4871	205.18	0.0048739	0.69650	1.3754	101.56	20.818	106.08	179.73	10.869	15.100	0.018591	vapor
142.81	3.5593	211.64	0.0047250	0.67325	1.3451	101.25	21.099	112.64	179.25	10.681	15.292	0.019181	vapor
143.31	3.6326	218.43	0.0045780	0.64864	1.3130	100.93	21.400	120.12	178.73	10.487	15.495	0.019824	vapor
143.81	3.7071	225.59	0.0044327	0.62254	1.2790	100.60	21.726	128.72	178.16	10.289	15.708	0.020529	vapor
144.31	3.7827	233.16	0.0042889	0.59477	1.2429	100.26	22.078	138.72	177.54	10.084	15.935	0.021305	vapor
144.81	3.8595	241.19	0.0041461	0.56514	1.2044	99.904	22.461	150.49	176.85	9.8732	16.176	0.022168	vapor
145.31	3.9375	249.74	0.0040042	0.53340	1.1632	99.533	22.881	164.51	176.09	9.6546	16.433	0.023134	vapor
145.81	4.0167	258.89	0.0038626	0.49922	1.1190	99.143	23.345	181.52	175.25	9.4273	16.710	0.024228	vapor
146.31	4.0972	268.75	0.0037209	0.46222	1.0713	98.733	23.862	202.55	174.29	9.1900	17.010	0.025480	vapor
146.81	4.1790	279.44	0.0035785	0.42187	1.0193	98.297	24.446	229.21	173.21	8.9410	17.338	0.026937	vapor
147.31	4.2621	291.15	0.0034346	0.37747	0.96226	97.830	25.114	264.06	171.95	8.6779	17.701	0.028666	vapor
147.81	4.3466	304.14	0.0032880	0.32803	0.89895	97.324	25.896	311.50	170.47	8.3974	18.107	0.030772	vapor
148.31	4.4324	318.77	0.0031371	0.27209	0.82756	96.768	26.832	379.75	168.68	8.0948	18.573	0.033429	vapor
148.81	4.5197	335.65	0.0029793	0.20729	0.74521	96.141	27.995	485.99	166.44	7.7626	19.122	0.036958	vapor
149.31	4.6086	355.88	0.0028099	0.12948	0.64680	95.412	29.515	673.15	163.48	7.3885	19.800	0.042040	vapor
149.81	4.6990	381.78	0.0026193	0.029774	0.52147	94.509	31.679	1085.6	159.26	6.9468	20.709	0.050522	vapor
150.31	4.7913	420.66	0.0023772	-0.11932	0.33569	93.209	35.343	2671.0	152.07	6.3651	22.184	0.070895	vapor
