Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Surf. Tension (N/m)	Phase
127.28	0.17595	14.636	0.068324	8.0663	9.0736	71.351	13.821	24.048	140.88	39.739	11.103	0.0041719	vapor
127.78	0.18206	15.104	0.066209	8.0697	9.0799	71.129	13.849	24.126	141.07	39.378	11.153	0.0041921	vapor
128.28	0.18834	15.582	0.064176	8.0732	9.0860	70.909	13.877	24.204	141.25	39.023	11.203	0.0042125	vapor
128.78	0.19477	16.072	0.062220	8.0765	9.0921	70.691	13.905	24.284	141.42	38.672	11.254	0.0042329	vapor
129.28	0.20137	16.573	0.060338	8.0798	9.0980	70.475	13.934	24.365	141.60	38.327	11.304	0.0042535	vapor
129.78	0.20814	17.086	0.058527	8.0831	9.1039	70.260	13.963	24.448	141.77	37.986	11.355	0.0042742	vapor
130.28	0.21508	17.611	0.056783	8.0863	9.1097	70.047	13.992	24.532	141.94	37.650	11.405	0.0042950	vapor
130.78	0.22220	18.148	0.055104	8.0895	9.1155	69.836	14.022	24.617	142.11	37.319	11.456	0.0043160	vapor
131.28	0.22948	18.696	0.053486	8.0926	9.1211	69.626	14.051	24.704	142.28	36.992	11.507	0.0043370	vapor
131.78	0.23695	19.258	0.051928	8.0956	9.1267	69.418	14.081	24.792	142.44	36.670	11.558	0.0043583	vapor
132.28	0.24460	19.831	0.050426	8.0986	9.1322	69.211	14.112	24.881	142.60	36.352	11.610	0.0043796	vapor
132.78	0.25243	20.417	0.048978	8.1016	9.1376	69.006	14.143	24.972	142.76	36.039	11.661	0.0044011	vapor
133.28	0.26044	21.017	0.047581	8.1045	9.1429	68.802	14.174	25.065	142.92	35.729	11.713	0.0044227	vapor
133.78	0.26865	21.629	0.046234	8.1073	9.1481	68.599	14.205	25.159	143.07	35.424	11.765	0.0044444	vapor
134.28	0.27705	22.255	0.044935	8.1100	9.1533	68.398	14.236	25.254	143.23	35.123	11.817	0.0044663	vapor
134.78	0.28564	22.894	0.043681	8.1128	9.1583	68.199	14.268	25.351	143.38	34.826	11.869	0.0044883	vapor
135.28	0.29443	23.546	0.042470	8.1154	9.1633	68.000	14.301	25.450	143.53	34.532	11.921	0.0045105	vapor
135.78	0.30342	24.213	0.041301	8.1180	9.1681	67.803	14.333	25.550	143.67	34.243	11.974	0.0045329	vapor
136.28	0.31262	24.893	0.040172	8.1205	9.1729	67.608	14.366	25.652	143.82	33.957	12.026	0.0045554	vapor
136.78	0.32202	25.588	0.039081	8.1230	9.1776	67.414	14.399	25.755	143.96	33.675	12.079	0.0045780	vapor
137.28	0.33163	26.297	0.038027	8.1254	9.1822	67.221	14.432	25.860	144.10	33.397	12.132	0.0046008	vapor
137.78	0.34145	27.021	0.037008	8.1278	9.1867	67.029	14.466	25.967	144.24	33.122	12.186	0.0046238	vapor
138.28	0.35148	27.760	0.036024	8.1301	9.1911	66.838	14.499	26.075	144.37	32.851	12.239	0.0046470	vapor
138.78	0.36173	28.513	0.035071	8.1323	9.1954	66.649	14.534	26.186	144.51	32.583	12.293	0.0046703	vapor
139.28	0.37220	29.282	0.034150	8.1344	9.1996	66.461	14.568	26.297	144.64	32.318	12.346	0.0046938	vapor
139.78	0.38289	30.067	0.033259	8.1365	9.2037	66.274	14.603	26.411	144.77	32.057	12.400	0.0047175	vapor
140.28	0.39381	30.867	0.032397	8.1386	9.2077	66.088	14.638	26.527	144.89	31.799	12.454	0.0047414	vapor
140.78	0.40496	31.683	0.031562	8.1405	9.2116	65.903	14.673	26.644	145.02	31.544	12.509	0.0047655	vapor
141.28	0.41634	32.516	0.030755	8.1424	9.2154	65.719	14.708	26.764	145.14	31.292	12.563	0.0047897	vapor
141.78	0.42795	33.364	0.029972	8.1442	9.2191	65.537	14.744	26.885	145.26	31.044	12.618	0.0048142	vapor
142.28	0.43980	34.229	0.029215	8.1460	9.2227	65.355	14.780	27.008	145.38	30.798	12.673	0.0048388	vapor
142.78	0.45189	35.112	0.028481	8.1477	9.2262	65.175	14.817	27.134	145.49	30.555	12.728	0.0048637	vapor
143.28	0.46422	36.011	0.027769	8.1493	9.2296	64.995	14.853	27.261	145.61	30.316	12.784	0.0048888	vapor
143.78	0.47680	36.927	0.027080	8.1509	9.2329	64.817	14.890	27.390	145.72	30.079	12.839	0.0049141	vapor
144.28	0.48963	37.861	0.026412	8.1524	9.2360	64.639	14.927	27.522	145.83	29.845	12.895	0.0049396	vapor
144.78	0.50271	38.813	0.025764	8.1538	9.2391	64.463	14.965	27.655	145.94	29.613	12.951	0.0049654	vapor
145.28	0.51604	39.783	0.025136	8.1551	9.2421	64.287	15.002	27.791	146.04	29.385	13.007	0.0049914	vapor
145.78	0.52963	40.772	0.024527	8.1564	9.2449	64.112	15.040	27.929	146.14	29.159	13.064	0.0050176	vapor
146.28	0.54348	41.778	0.023936	8.1576	9.2477	63.938	15.078	28.070	146.24	28.936	13.120	0.0050441	vapor
146.78	0.55759	42.804	0.023362	8.1587	9.2503	63.766	15.117	28.213	146.34	28.715	13.177	0.0050708	vapor
147.28	0.57197	43.849	0.022806	8.1597	9.2528	63.593	15.156	28.358	146.44	28.497	13.234	0.0050978	vapor
147.78	0.58661	44.913	0.022265	8.1607	9.2552	63.422	15.195	28.505	146.53	28.281	13.292	0.0051250	vapor
148.28	0.60153	45.997	0.021741	8.1616	9.2575	63.252	15.234	28.655	146.62	28.068	13.349	0.0051525	vapor
148.78	0.61672	47.101	0.021231	8.1624	9.2596	63.082	15.274	28.808	146.71	27.857	13.407	0.0051803	vapor
149.28	0.63220	48.224	0.020736	8.1631	9.2617	62.913	15.313	28.963	146.80	27.649	13.465	0.0052084	vapor
149.78	0.64795	49.369	0.020256	8.1638	9.2636	62.745	15.353	29.121	146.88	27.443	13.524	0.0052367	vapor
150.28	0.66398	50.534	0.019789	8.1643	9.2654	62.578	15.394	29.282	146.97	27.239	13.582	0.0052654	vapor
150.78	0.68030	51.720	0.019335	8.1648	9.2671	62.411	15.434	29.445	147.05	27.037	13.641	0.0052943	vapor
151.28	0.69691	52.928	0.018894	8.1652	9.2686	62.245	15.475	29.612	147.13	26.838	13.701	0.0053236	vapor
151.78	0.71382	54.157	0.018465	8.1655	9.2700	62.080	15.517	29.781	147.20	26.641	13.760	0.0053531	vapor
152.28	0.73102	55.409	0.018048	8.1658	9.2713	61.916	15.558	29.953	147.27	26.446	13.820	0.0053830	vapor
152.78	0.74851	56.683	0.017642	8.1659	9.2725	61.752	15.600	30.128	147.35	26.253	13.880	0.0054132	vapor
153.28	0.76631	57.979	0.017248	8.1660	9.2735	61.589	15.642	30.307	147.42	26.062	13.940	0.0054438	vapor
153.78	0.78441	59.299	0.016864	8.1660	9.2745	61.426	15.684	30.488	147.48	25.873	14.000	0.0054747	vapor
154.28	0.80282	60.642	0.016490	8.1658	9.2752	61.264	15.727	30.673	147.55	25.686	14.061	0.0055060	vapor
154.78	0.82154	62.008	0.016127	8.1656	9.2759	61.103	15.769	30.862	147.61	25.501	14.122	0.0055376	vapor
155.28	0.84058	63.399	0.015773	8.1653	9.2764	60.942	15.813	31.054	147.67	25.318	14.184	0.0055696	vapor
155.78	0.85993	64.814	0.015429	8.1650	9.2768	60.782	15.856	31.249	147.73	25.136	14.246	0.0056020	vapor
156.28	0.87960	66.254	0.015094	8.1645	9.2770	60.622	15.900	31.449	147.78	24.957	14.308	0.0056348	vapor
156.78	0.89959	67.719	0.014767	8.1639	9.2771	60.463	15.944	31.652	147.84	24.779	14.370	0.0056680	vapor
157.28	0.91990	69.209	0.014449	8.1632	9.2770	60.304	15.988	31.858	147.89	24.604	14.433	0.0057016	vapor
157.78	0.94055	70.726	0.014139	8.1624	9.2768	60.146	16.033	32.069	147.94	24.430	14.496	0.0057356	vapor
158.28	0.96153	72.269	0.013837	8.1616	9.2765	59.988	16.077	32.284	147.98	24.257	14.559	0.0057701	vapor
158.78	0.98284	73.838	0.013543	8.1606	9.2760	59.831	16.123	32.504	148.03	24.087	14.623	0.0058050	vapor
159.28	1.0045	75.435	0.013256	8.1595	9.2754	59.674	16.168	32.727	148.07	23.917	14.687	0.0058403	vapor
159.78	1.0265	77.060	0.012977	8.1583	9.2746	59.517	16.214	32.955	148.11	23.750	14.752	0.0058762	vapor
160.28	1.0488	78.713	0.012704	8.1571	9.2736	59.361	16.260	33.188	148.15	23.584	14.817	0.0059125	vapor
160.78	1.0715	80.394	0.012439	8.1557	9.2725	59.206	16.307	33.426	148.18	23.420	14.882	0.0059493	vapor
161.28	1.0945	82.104	0.012180	8.1542	9.2713	59.050	16.353	33.668	148.22	23.257	14.948	0.0059866	vapor
161.78	1.1179	83.844	0.011927	8.1526	9.2698	58.895	16.401	33.916	148.25	23.096	15.014	0.0060245	vapor
162.28	1.1416	85.614	0.011680	8.1508	9.2683	58.741	16.448	34.168	148.28	22.936	15.080	0.0060629	vapor
162.78	1.1657	87.414	0.011440	8.1490	9.2665	58.586	16.496	34.427	148.30	22.777	15.147	0.0061018	vapor
163.28	1.1902	89.245	0.011205	8.1471	9.2646	58.432	16.544	34.690	148.33	22.620	15.214	0.0061413	vapor
163.78	1.2150	91.108	0.010976	8.1450	9.2625	58.279	16.593	34.960	148.35	22.465	15.282	0.0061814	vapor
164.28	1.2402	93.003	0.010752	8.1428	9.2603	58.125	16.641	35.235	148.37	22.310	15.350	0.0062221	vapor
164.78	1.2658	94.930	0.010534	8.1405	9.2579	57.972	16.691	35.517	148.38	22.157	15.418	0.0062634	vapor
165.28	1.2917	96.891	0.010321	8.1381	9.2553	57.819	16.740	35.805	148.40	22.005	15.487	0.0063053	vapor
165.78	1.3180	98.885	0.010113	8.1356	9.2525	57.666	16.790	36.099	148.41	21.855	15.557	0.0063479	vapor
166.28	1.3447	100.91	0.0099094	8.1329	9.2496	57.513	16.841	36.401	148.42	21.705	15.627	0.0063911	vapor
166.78	1.3718	102.98	0.0097108	8.1301	9.2464	57.361	16.892	36.709	148.43	21.557	15.697	0.0064351	vapor
167.28	1.3993	105.08	0.0095167	8.1272	9.2431	57.208	16.943	37.025	148.43	21.410	15.768	0.0064797	vapor
167.78	1.4272	107.21	0.0093271	8.1241	9.2396	57.056	16.995	37.348	148.44	21.264	15.840	0.0065251	vapor
168.28	1.4554	109.39	0.0091419	8.1209	9.2359	56.904	17.047	37.680	148.44	21.119	15.912	0.0065713	vapor
168.78	1.4841	111.60	0.0089608	8.1176	9.2320	56.752	17.099	38.019	148.44	20.975	15.984	0.0066182	vapor
169.28	1.5131	113.85	0.0087837	8.1141	9.2279	56.600	17.152	38.367	148.43	20.832	16.057	0.0066659	vapor
169.78	1.5426	116.14	0.0086107	8.1105	9.2236	56.448	17.206	38.723	148.42	20.690	16.131	0.0067144	vapor
170.28	1.5724	118.46	0.0084414	8.1068	9.2191	56.296	17.260	39.089	148.42	20.549	16.205	0.0067638	vapor
170.78	1.6027	120.83	0.0082759	8.1029	9.2144	56.144	17.314	39.464	148.40	20.409	16.280	0.0068141	vapor
171.28	1.6334	123.24	0.0081140	8.0988	9.2094	55.992	17.369	39.849	148.39	20.270	16.356	0.0068653	vapor
171.78	1.6645	125.70	0.0079557	8.0946	9.2043	55.840	17.425	40.245	148.37	20.132	16.432	0.0069174	vapor
172.28	1.6960	128.19	0.0078007	8.0903	9.1989	55.688	17.481	40.651	148.36	19.995	16.509	0.0069704	vapor
172.78	1.7280	130.73	0.0076491	8.0858	9.1934	55.535	17.537	41.068	148.33	19.858	16.586	0.0070245	vapor
173.28	1.7603	133.32	0.0075008	8.0811	9.1875	55.383	17.594	41.497	148.31	19.723	16.665	0.0070796	vapor
173.78	1.7932	135.95	0.0073556	8.0762	9.1815	55.231	17.652	41.938	148.29	19.587	16.743	0.0071358	vapor
174.28	1.8264	138.63	0.0072134	8.0712	9.1752	55.078	17.710	42.391	148.26	19.453	16.823	0.0071931	vapor
174.78	1.8601	141.36	0.0070742	8.0661	9.1687	54.925	17.769	42.858	148.23	19.320	16.903	0.0072515	vapor
175.28	1.8942	144.13	0.0069380	8.0607	9.1620	54.772	17.829	43.338	148.19	19.187	16.985	0.0073111	vapor
175.78	1.9287	146.96	0.0068045	8.0552	9.1549	54.619	17.889	43.833	148.16	19.054	17.067	0.0073719	vapor
176.28	1.9638	149.84	0.0066738	8.0495	9.1477	54.465	17.950	44.343	148.12	18.922	17.149	0.0074340	vapor
176.78	1.9992	152.77	0.0065457	8.0436	9.1402	54.311	18.011	44.869	148.08	18.791	17.233	0.0074974	vapor
177.28	2.0351	155.76	0.0064203	8.0375	9.1324	54.157	18.073	45.411	148.03	18.660	17.318	0.0075622	vapor
177.78	2.0715	158.80	0.0062973	8.0312	9.1243	54.002	18.136	45.970	147.99	18.530	17.403	0.0076284	vapor
178.28	2.1083	161.90	0.0061768	8.0247	9.1160	53.848	18.200	46.548	147.94	18.400	17.489	0.0076961	vapor
178.78	2.1456	165.05	0.0060587	8.0180	9.1074	53.692	18.265	47.144	147.89	18.271	17.577	0.0077653	vapor
179.28	2.1834	168.27	0.0059430	8.0111	9.0985	53.536	18.330	47.761	147.83	18.142	17.665	0.0078361	vapor
179.78	2.2216	171.54	0.0058295	8.0040	9.0893	53.380	18.396	48.399	147.78	18.013	17.755	0.0079085	vapor
180.28	2.2604	174.88	0.0057182	7.9967	9.0798	53.223	18.463	49.058	147.72	17.885	17.845	0.0079827	vapor
180.78	2.2996	178.28	0.0056090	7.9891	9.0700	53.066	18.531	49.742	147.65	17.757	17.937	0.0080587	vapor
181.28	2.3393	181.75	0.0055019	7.9813	9.0598	52.908	18.600	50.449	147.59	17.629	18.030	0.0081366	vapor
181.78	2.3794	185.29	0.0053969	7.9733	9.0494	52.749	18.670	51.183	147.52	17.501	18.124	0.0082164	vapor
182.28	2.4201	188.90	0.0052938	7.9650	9.0386	52.590	18.741	51.944	147.45	17.373	18.219	0.0082982	vapor
182.78	2.4613	192.58	0.0051927	7.9565	9.0275	52.430	18.813	52.734	147.38	17.246	18.315	0.0083822	vapor
183.28	2.5029	196.33	0.0050934	7.9477	9.0160	52.269	18.886	53.554	147.30	17.119	18.413	0.0084684	vapor
183.78	2.5451	200.16	0.0049959	7.9387	9.0042	52.108	18.960	54.407	147.22	16.991	18.512	0.0085570	vapor
184.28	2.5878	204.07	0.0049002	7.9294	8.9920	51.945	19.035	55.295	147.14	16.864	18.613	0.0086480	vapor
184.78	2.6309	208.06	0.0048063	7.9198	8.9794	51.782	19.112	56.219	147.05	16.736	18.715	0.0087416	vapor
185.28	2.6746	212.14	0.0047140	7.9099	8.9665	51.618	19.190	57.182	146.97	16.609	18.819	0.0088378	vapor
185.78	2.7189	216.30	0.0046233	7.8997	8.9531	51.452	19.269	58.186	146.87	16.481	18.925	0.0089369	vapor
186.28	2.7636	220.54	0.0045342	7.8893	8.9393	51.286	19.349	59.234	146.78	16.353	19.032	0.0090389	vapor
186.78	2.8089	224.89	0.0044467	7.8785	8.9251	51.118	19.431	60.329	146.68	16.225	19.141	0.0091441	vapor
187.28	2.8547	229.32	0.0043607	7.8673	8.9105	50.950	19.514	61.475	146.58	16.096	19.252	0.0092526	vapor
187.78	2.9011	233.86	0.0042761	7.8559	8.8954	50.780	19.599	62.674	146.48	15.968	19.364	0.0093645	vapor
188.28	2.9479	238.50	0.0041929	7.8440	8.8798	50.609	19.686	63.930	146.37	15.838	19.479	0.0094801	vapor
188.78	2.9954	243.24	0.0041111	7.8319	8.8638	50.436	19.774	65.249	146.26	15.708	19.596	0.0095996	vapor
189.28	3.0434	248.10	0.0040307	7.8193	8.8473	50.262	19.864	66.634	146.14	15.578	19.715	0.0097231	vapor
189.78	3.0919	253.07	0.0039515	7.8064	8.8302	50.086	19.956	68.091	146.03	15.447	19.837	0.0098511	vapor
190.28	3.1410	258.16	0.0038736	7.7930	8.8126	49.909	20.050	69.624	145.91	15.315	19.961	0.0099836	vapor
190.78	3.1907	263.37	0.0037969	7.7793	8.7945	49.730	20.146	71.242	145.78	15.183	20.088	0.010121	vapor
191.28	3.2410	268.71	0.0037214	7.7651	8.7758	49.549	20.244	72.950	145.65	15.050	20.217	0.010264	vapor
191.78	3.2918	274.19	0.0036471	7.7504	8.7564	49.366	20.344	74.756	145.52	14.916	20.350	0.010412	vapor
192.28	3.3432	279.81	0.0035738	7.7353	8.7365	49.182	20.447	76.669	145.38	14.781	20.485	0.010566	vapor
192.78	3.3952	285.58	0.0035016	7.7196	8.7159	48.994	20.552	78.699	145.24	14.644	20.624	0.010726	vapor
193.28	3.4478	291.50	0.0034305	7.7035	8.6946	48.805	20.660	80.857	145.10	14.507	20.766	0.010893	vapor
193.78	3.5010	297.59	0.0033603	7.6868	8.6727	48.613	20.770	83.154	144.95	14.368	20.912	0.011068	vapor
194.28	3.5548	303.84	0.0032912	7.6695	8.6499	48.419	20.884	85.606	144.79	14.228	21.061	0.011250	vapor
194.78	3.6093	310.28	0.0032229	7.6517	8.6264	48.222	21.001	88.227	144.63	14.087	21.215	0.011441	vapor
195.28	3.6643	316.91	0.0031555	7.6332	8.6021	48.022	21.121	91.037	144.47	13.944	21.373	0.011640	vapor
195.78	3.7200	323.73	0.0030890	7.6140	8.5769	47.818	21.244	94.055	144.30	13.799	21.536	0.011850	vapor
196.28	3.7763	330.77	0.0030232	7.5942	8.5508	47.612	21.371	97.306	144.12	13.653	21.704	0.012070	vapor
196.78	3.8332	338.03	0.0029583	7.5736	8.5238	47.402	21.503	100.82	143.94	13.504	21.878	0.012302	vapor
197.28	3.8908	345.54	0.0028941	7.5522	8.4957	47.188	21.638	104.62	143.76	13.353	22.057	0.012547	vapor
197.78	3.9490	353.29	0.0028305	7.5299	8.4666	46.969	21.778	108.76	143.56	13.200	22.242	0.012805	vapor
198.28	4.0079	361.32	0.0027676	7.5068	8.4363	46.747	21.923	113.27	143.36	13.045	22.434	0.013079	vapor
198.78	4.0675	369.64	0.0027053	7.4827	8.4048	46.519	22.073	118.21	143.16	12.887	22.634	0.013369	vapor
199.28	4.1277	378.28	0.0026435	7.4576	8.3720	46.286	22.229	123.64	142.94	12.725	22.842	0.013678	vapor
199.78	4.1886	387.26	0.0025823	7.4314	8.3378	46.048	22.390	129.65	142.72	12.561	23.058	0.014008	vapor
200.28	4.2503	396.60	0.0025214	7.4040	8.3020	45.803	22.559	136.32	142.49	12.393	23.284	0.014361	vapor
200.78	4.3126	406.35	0.0024610	7.3753	8.2647	45.552	22.734	143.77	142.25	12.221	23.521	0.014740	vapor
201.28	4.3756	416.53	0.0024008	7.3452	8.2255	45.293	22.917	152.14	142.00	12.045	23.769	0.015149	vapor
201.78	4.4394	427.19	0.0023409	7.3135	8.1843	45.026	23.109	161.62	141.73	11.865	24.031	0.015592	vapor
202.28	4.5039	438.39	0.0022811	7.2801	8.1410	44.750	23.310	172.44	141.46	11.679	24.307	0.016073	vapor
202.78	4.5692	450.19	0.0022213	7.2449	8.0954	44.464	23.522	184.91	141.17	11.487	24.600	0.016600	vapor
203.28	4.6352	462.65	0.0021615	7.2074	8.0470	44.166	23.745	199.42	140.87	11.290	24.912	0.017179	vapor
203.78	4.7020	475.87	0.0021014	7.1676	7.9956	43.855	23.981	216.53	140.54	11.085	25.246	0.017822	vapor
204.28	4.7696	489.96	0.0020410	7.1251	7.9408	43.529	24.231	237.00	140.20	10.872	25.605	0.018540	vapor
204.78	4.8380	505.05	0.0019800	7.0793	7.8820	43.185	24.498	261.91	139.84	10.649	25.994	0.019353	vapor
205.28	4.9072	521.34	0.0019181	7.0299	7.8186	42.821	24.784	292.88	139.44	10.415	26.420	0.020282	vapor
205.78	4.9773	539.06	0.0018551	6.9759	7.7497	42.431	25.091	332.41	139.02	10.169	26.889	0.021364	vapor
206.28	5.0482	558.55	0.0017903	6.9165	7.6739	42.011	25.425	384.59	138.56	9.9059	27.414	0.022649	vapor
206.78	5.1201	580.28	0.0017233	6.8502	7.5896	41.552	25.789	456.58	138.04	9.6232	28.011	0.024218	vapor
207.28	5.1928	604.99	0.0016529	6.7749	7.4941	41.041	26.191	562.19	137.47	9.3144	28.706	0.026209	vapor
207.78	5.2665	633.89	0.0015776	6.6868	7.3830	40.457	26.641	731.79	136.81	8.9698	29.543	0.028888	vapor
208.28	5.3412	669.29	0.0014941	6.5793	7.2481	39.762	27.153	1047.4	136.04	8.5710	30.605	0.030903	vapor
208.78	5.4170	716.53	0.0013956	6.4370	7.0705	38.867	27.750	1830.5	135.09	8.0767	32.098	0.032707	vapor
209.28	5.4937	796.62	0.0012553	6.2005	6.7784	37.428	28.449	6662.3	133.87	7.3309	34.857	0.035954	vapor
