
Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Surf. Tension (N/m)	Phase
183.69	3.7040	258.80	0.0038639	4.7535	4.9831	32.505	32.525	153.64	426.34	2.0187	27.926	0.080023	0.00063978	liquid
184.19	3.7638	256.06	0.0039053	4.8066	5.0424	32.807	32.720	161.85	415.93	2.1333	27.498	0.079333	0.00058102	liquid
184.69	3.8243	253.19	0.0039497	4.8612	5.1035	33.118	32.938	171.48	405.26	2.2579	27.059	0.078671	0.00052332	liquid
185.19	3.8856	250.17	0.0039973	4.9176	5.1668	33.439	33.184	182.91	394.29	2.3939	26.608	0.078045	0.00046676	liquid
185.69	3.9477	246.98	0.0040490	4.9761	5.2325	33.772	33.464	196.72	382.99	2.5434	26.142	0.077469	0.00041144	liquid
186.19	4.0105	243.59	0.0041053	5.0370	5.3011	34.119	33.784	213.74	371.30	2.7085	25.658	0.076964	0.00035747	liquid
186.69	4.0743	239.96	0.0041673	5.1008	5.3732	34.483	34.156	235.27	359.16	2.8925	25.153	0.076560	0.00030498	liquid
187.19	4.1388	236.05	0.0042364	5.1681	5.4494	34.867	34.594	263.37	346.48	3.0995	24.620	0.076306	0.00025416	liquid
187.69	4.2043	231.77	0.0043146	5.2398	5.5308	35.278	35.121	301.62	333.14	3.3351	24.052	0.076281	0.00020521	liquid
188.19	4.2706	227.02	0.0044049	5.3173	5.6191	35.723	35.776	356.77	318.93	3.6076	23.438	0.076632	0.00015844	liquid
188.69	4.3379	221.62	0.0045122	5.4027	5.7167	36.215	36.627	443.14	303.51	3.9302	22.758	0.077646	0.00011427	liquid
189.19	4.4062	215.25	0.0046457	5.4998	5.8282	36.778	37.822	597.46	286.25	4.3250	21.981	0.079994	7.3352e-05	liquid
189.69	4.4756	207.23	0.0048255	5.6169	5.9634	37.464	39.742	948.11	265.77	4.8364	21.034	0.085710	3.6843e-05	liquid
190.19	4.5461	195.45	0.0051165	5.7800	6.1532	38.434	43.782	2409.7	238.40	5.5799	19.685	0.10584	7.4507e-06	liquid
90.694	0.011696	0.25074	3.9881	6.8310	7.5793	84.885	25.243	33.851	249.13	47.921	3.5978	0.0087984	vapor
91.194	0.012469	0.26594	3.7602	6.8428	7.5950	84.529	25.254	33.875	249.76	47.260	3.6145	0.0088554	vapor
91.694	0.013283	0.28186	3.5478	6.8546	7.6106	84.179	25.265	33.900	250.38	46.614	3.6312	0.0089127	vapor
92.194	0.014139	0.29853	3.3497	6.8664	7.6263	83.834	25.277	33.926	251.00	45.984	3.6479	0.0089702	vapor
92.694	0.015040	0.31596	3.1649	6.8782	7.6418	83.493	25.288	33.952	251.61	45.370	3.6647	0.0090279	vapor
93.194	0.015986	0.33419	2.9923	6.8899	7.6574	83.158	25.300	33.979	252.22	44.769	3.6815	0.0090858	vapor
93.694	0.016981	0.35324	2.8310	6.9016	7.6729	82.827	25.312	34.007	252.83	44.183	3.6983	0.0091440	vapor
94.194	0.018024	0.37312	2.6801	6.9133	7.6883	82.501	25.325	34.036	253.43	43.610	3.7152	0.0092024	vapor
94.694	0.019119	0.39388	2.5388	6.9250	7.7037	82.179	25.337	34.065	254.03	43.050	3.7322	0.0092610	vapor
95.194	0.020267	0.41553	2.4066	6.9366	7.7191	81.861	25.350	34.095	254.62	42.503	3.7491	0.0093199	vapor
95.694	0.021469	0.43810	2.2826	6.9482	7.7344	81.548	25.363	34.126	255.21	41.968	3.7661	0.0093791	vapor
96.194	0.022729	0.46162	2.1663	6.9598	7.7497	81.239	25.377	34.158	255.80	41.446	3.7831	0.0094385	vapor
96.694	0.024046	0.48612	2.0571	6.9713	7.7649	80.934	25.390	34.190	256.38	40.935	3.8002	0.0094981	vapor
97.194	0.025425	0.51161	1.9546	6.9829	7.7801	80.634	25.404	34.224	256.95	40.435	3.8173	0.0095580	vapor
97.694	0.026865	0.53813	1.8583	6.9943	7.7952	80.337	25.418	34.258	257.52	39.946	3.8345	0.0096181	vapor
98.194	0.028370	0.56571	1.7677	7.0058	7.8103	80.044	25.433	34.292	258.09	39.468	3.8516	0.0096785	vapor
98.694	0.029942	0.59438	1.6824	7.0172	7.8254	79.756	25.447	34.328	258.65	39.001	3.8688	0.0097392	vapor
99.194	0.031582	0.62415	1.6022	7.0286	7.8404	79.471	25.462	34.365	259.21	38.543	3.8860	0.0098001	vapor
99.694	0.033293	0.65507	1.5265	7.0399	7.8553	79.189	25.477	34.402	259.76	38.096	3.9033	0.0098613	vapor
100.19	0.035077	0.68717	1.4553	7.0513	7.8702	78.911	25.493	34.440	260.30	37.657	3.9206	0.0099228	vapor
100.69	0.036936	0.72046	1.3880	7.0625	7.8850	78.637	25.508	34.479	260.85	37.228	3.9379	0.0099845	vapor
101.19	0.038872	0.75498	1.3245	7.0738	7.8998	78.366	25.524	34.519	261.38	36.808	3.9552	0.010047	vapor
101.69	0.040887	0.79076	1.2646	7.0850	7.9145	78.099	25.540	34.560	261.92	36.397	3.9726	0.010109	vapor
102.19	0.042984	0.82784	1.2080	7.0962	7.9292	77.835	25.556	34.602	262.44	35.995	3.9900	0.010171	vapor
102.69	0.045165	0.86623	1.1544	7.1073	7.9438	77.574	25.573	34.644	262.97	35.600	4.0074	0.010234	vapor
103.19	0.047433	0.90598	1.1038	7.1184	7.9583	77.317	25.590	34.688	263.48	35.214	4.0248	0.010297	vapor
103.69	0.049789	0.94711	1.0558	7.1295	7.9728	77.063	25.607	34.732	264.00	34.836	4.0423	0.010361	vapor
104.19	0.052235	0.98966	1.0104	7.1405	7.9873	76.811	25.624	34.778	264.50	34.465	4.0598	0.010425	vapor
104.69	0.054776	1.0337	0.96744	7.1515	8.0016	76.563	25.641	34.824	265.01	34.102	4.0773	0.010489	vapor
105.19	0.057412	1.0791	0.92667	7.1624	8.0159	76.318	25.659	34.871	265.50	33.746	4.0949	0.010553	vapor
105.69	0.060146	1.1261	0.88801	7.1733	8.0302	76.076	25.677	34.920	265.99	33.397	4.1124	0.010618	vapor
106.19	0.062981	1.1746	0.85132	7.1842	8.0444	75.836	25.695	34.969	266.48	33.055	4.1300	0.010682	vapor
106.69	0.065919	1.2248	0.81649	7.1950	8.0585	75.600	25.714	35.019	266.96	32.720	4.1477	0.010748	vapor
107.19	0.068963	1.2765	0.78341	7.2058	8.0725	75.366	25.733	35.071	267.44	32.391	4.1653	0.010813	vapor
107.69	0.072116	1.3298	0.75197	7.2165	8.0865	75.135	25.752	35.123	267.91	32.069	4.1830	0.010879	vapor
108.19	0.075379	1.3849	0.72208	7.2272	8.1004	74.906	25.771	35.177	268.38	31.753	4.2006	0.010945	vapor
108.69	0.078756	1.4416	0.69365	7.2379	8.1143	74.681	25.790	35.231	268.84	31.444	4.2183	0.011012	vapor
109.19	0.082249	1.5001	0.66660	7.2485	8.1280	74.457	25.810	35.287	269.29	31.140	4.2361	0.011079	vapor
109.69	0.085861	1.5604	0.64085	7.2590	8.1417	74.237	25.830	35.343	269.74	30.842	4.2538	0.011146	vapor
110.19	0.089594	1.6225	0.61632	7.2695	8.1554	74.018	25.850	35.401	270.19	30.550	4.2716	0.011214	vapor
110.69	0.093451	1.6865	0.59295	7.2800	8.1689	73.802	25.870	35.460	270.62	30.263	4.2894	0.011282	vapor
111.19	0.097436	1.7523	0.57067	7.2904	8.1824	73.589	25.891	35.520	271.06	29.981	4.3072	0.011350	vapor
111.69	0.10155	1.8201	0.54942	7.3008	8.1958	73.377	25.912	35.581	271.49	29.705	4.3251	0.011419	vapor
112.19	0.10580	1.8898	0.52914	7.3111	8.2092	73.168	25.933	35.644	271.91	29.434	4.3429	0.011488	vapor
112.69	0.11018	1.9616	0.50979	7.3213	8.2224	72.962	25.954	35.707	272.33	29.169	4.3608	0.011557	vapor
113.19	0.11470	2.0353	0.49132	7.3316	8.2356	72.757	25.976	35.772	272.74	28.908	4.3787	0.011627	vapor
113.69	0.11936	2.1112	0.47367	7.3417	8.2487	72.555	25.998	35.838	273.14	28.651	4.3967	0.011697	vapor
114.19	0.12416	2.1891	0.45680	7.3518	8.2617	72.354	26.020	35.905	273.54	28.400	4.4146	0.011768	vapor
114.69	0.12911	2.2692	0.44068	7.3619	8.2747	72.156	26.042	35.974	273.94	28.153	4.4326	0.011838	vapor
115.19	0.13421	2.3515	0.42526	7.3719	8.2875	71.960	26.065	36.044	274.32	27.911	4.4506	0.011910	vapor
115.69	0.13946	2.4360	0.41050	7.3818	8.3003	71.766	26.088	36.115	274.71	27.673	4.4687	0.011982	vapor
116.19	0.14487	2.5228	0.39638	7.3917	8.3130	71.573	26.111	36.187	275.08	27.439	4.4867	0.012054	vapor
116.69	0.15044	2.6119	0.38286	7.4016	8.3256	71.383	26.134	36.261	275.46	27.209	4.5048	0.012126	vapor
117.19	0.15616	2.7033	0.36992	7.4114	8.3381	71.194	26.158	36.337	275.82	26.984	4.5229	0.012199	vapor
117.69	0.16205	2.7971	0.35751	7.4211	8.3505	71.007	26.181	36.413	276.18	26.762	4.5410	0.012273	vapor
118.19	0.16811	2.8934	0.34562	7.4308	8.3629	70.822	26.206	36.491	276.53	26.545	4.5592	0.012346	vapor
118.69	0.17434	2.9921	0.33421	7.4404	8.3751	70.639	26.230	36.571	276.88	26.331	4.5774	0.012421	vapor
119.19	0.18074	3.0933	0.32328	7.4499	8.3873	70.458	26.254	36.652	277.22	26.121	4.5956	0.012495	vapor
119.69	0.18732	3.1971	0.31278	7.4594	8.3994	70.278	26.279	36.735	277.56	25.914	4.6138	0.012570	vapor
120.19	0.19407	3.3035	0.30271	7.4688	8.4113	70.099	26.304	36.819	277.89	25.711	4.6321	0.012646	vapor
120.69	0.20101	3.4125	0.29304	7.4782	8.4232	69.923	26.330	36.905	278.21	25.512	4.6504	0.012722	vapor
121.19	0.20814	3.5242	0.28376	7.4875	8.4350	69.748	26.356	36.992	278.53	25.316	4.6687	0.012799	vapor
121.69	0.21545	3.6386	0.27483	7.4968	8.4467	69.574	26.381	37.081	278.84	25.123	4.6870	0.012876	vapor
122.19	0.22295	3.7557	0.26626	7.5059	8.4583	69.402	26.408	37.172	279.15	24.934	4.7054	0.012953	vapor
122.69	0.23065	3.8757	0.25801	7.5150	8.4698	69.232	26.434	37.264	279.45	24.747	4.7238	0.013031	vapor
123.19	0.23855	3.9986	0.25009	7.5241	8.4812	69.063	26.461	37.359	279.74	24.564	4.7423	0.013110	vapor
123.69	0.24664	4.1244	0.24246	7.5331	8.4925	68.895	26.488	37.455	280.03	24.384	4.7608	0.013189	vapor
124.19	0.25494	4.2531	0.23512	7.5420	8.5036	68.729	26.515	37.552	280.31	24.207	4.7793	0.013268	vapor
124.69	0.26345	4.3848	0.22806	7.5508	8.5147	68.564	26.543	37.652	280.59	24.033	4.7979	0.013348	vapor
125.19	0.27217	4.5196	0.22126	7.5596	8.5257	68.401	26.571	37.754	280.86	23.861	4.8164	0.013429	vapor
125.69	0.28110	4.6575	0.21471	7.5683	8.5366	68.238	26.599	37.857	281.12	23.693	4.8351	0.013510	vapor
126.19	0.29025	4.7985	0.20840	7.5770	8.5473	68.077	26.627	37.963	281.38	23.527	4.8537	0.013592	vapor
126.69	0.29961	4.9427	0.20232	7.5855	8.5580	67.918	26.656	38.070	281.63	23.364	4.8724	0.013674	vapor
127.19	0.30921	5.0902	0.19646	7.5940	8.5686	67.759	26.685	38.180	281.87	23.203	4.8912	0.013756	vapor
127.69	0.31902	5.2409	0.19081	7.6024	8.5790	67.602	26.714	38.292	282.11	23.045	4.9100	0.013840	vapor
128.19	0.32907	5.3951	0.18535	7.6108	8.5893	67.445	26.744	38.406	282.34	22.889	4.9288	0.013924	vapor
128.69	0.33935	5.5526	0.18010	7.6191	8.5995	67.290	26.774	38.522	282.57	22.736	4.9477	0.014008	vapor
129.19	0.34987	5.7136	0.17502	7.6273	8.6096	67.136	26.804	38.641	282.79	22.586	4.9666	0.014093	vapor
129.69	0.36062	5.8780	0.17012	7.6354	8.6196	66.984	26.835	38.761	283.00	22.437	4.9856	0.014179	vapor
130.19	0.37162	6.0461	0.16540	7.6434	8.6295	66.832	26.866	38.885	283.21	22.291	5.0046	0.014265	vapor
130.69	0.38286	6.2178	0.16083	7.6514	8.6392	66.681	26.897	39.010	283.41	22.147	5.0237	0.014352	vapor
131.19	0.39435	6.3932	0.15642	7.6593	8.6488	66.531	26.929	39.138	283.60	22.005	5.0428	0.014440	vapor
131.69	0.40610	6.5723	0.15215	7.6671	8.6583	66.382	26.961	39.269	283.79	21.866	5.0620	0.014528	vapor
132.19	0.41810	6.7552	0.14804	7.6748	8.6677	66.234	26.993	39.402	283.97	21.728	5.0812	0.014617	vapor
132.69	0.43036	6.9419	0.14405	7.6824	8.6770	66.087	27.026	39.539	284.14	21.593	5.1005	0.014707	vapor
133.19	0.44288	7.1326	0.14020	7.6900	8.6861	65.941	27.059	39.677	284.31	21.459	5.1199	0.014797	vapor
133.69	0.45567	7.3272	0.13648	7.6974	8.6951	65.796	27.093	39.819	284.47	21.328	5.1393	0.014888	vapor
134.19	0.46873	7.5259	0.13287	7.7048	8.7040	65.652	27.126	39.964	284.62	21.198	5.1588	0.014980	vapor
134.69	0.48206	7.7288	0.12939	7.7121	8.7127	65.508	27.161	40.111	284.77	21.070	5.1783	0.015072	vapor
135.19	0.49567	7.9357	0.12601	7.7193	8.7213	65.365	27.195	40.262	284.91	20.944	5.1980	0.015166	vapor
135.69	0.50955	8.1470	0.12275	7.7264	8.7298	65.223	27.230	40.416	285.05	20.820	5.2176	0.015260	vapor
136.19	0.52372	8.3625	0.11958	7.7334	8.7381	65.082	27.266	40.573	285.18	20.698	5.2374	0.015354	vapor
136.69	0.53817	8.5824	0.11652	7.7403	8.7463	64.942	27.301	40.733	285.30	20.577	5.2572	0.015450	vapor
137.19	0.55292	8.8067	0.11355	7.7472	8.7544	64.802	27.338	40.897	285.41	20.458	5.2771	0.015546	vapor
137.69	0.56795	9.0356	0.11067	7.7539	8.7623	64.663	27.374	41.065	285.52	20.341	5.2971	0.015643	vapor
138.19	0.58328	9.2691	0.10789	7.7605	8.7701	64.524	27.411	41.236	285.62	20.225	5.3172	0.015741	vapor
138.69	0.59892	9.5072	0.10518	7.7671	8.7777	64.386	27.449	41.410	285.71	20.111	5.3373	0.015840	vapor
139.19	0.61485	9.7501	0.10256	7.7735	8.7852	64.249	27.487	41.589	285.80	19.998	5.3576	0.015939	vapor
139.69	0.63109	9.9978	0.10002	7.7799	8.7925	64.113	27.525	41.771	285.88	19.887	5.3779	0.016040	vapor
140.19	0.64764	10.250	0.097558	7.7861	8.7997	63.977	27.564	41.958	285.95	19.777	5.3984	0.016141	vapor
140.69	0.66451	10.508	0.095166	7.7923	8.8068	63.841	27.604	42.149	286.02	19.668	5.4189	0.016244	vapor
141.19	0.68169	10.771	0.092846	7.7983	8.8137	63.706	27.644	42.344	286.08	19.561	5.4395	0.016347	vapor
141.69	0.69919	11.038	0.090593	7.8042	8.8204	63.572	27.684	42.543	286.13	19.456	5.4602	0.016451	vapor
142.19	0.71702	11.311	0.088406	7.8100	8.8270	63.438	27.725	42.747	286.18	19.351	5.4811	0.016556	vapor
142.69	0.73517	11.590	0.086283	7.8157	8.8334	63.304	27.766	42.956	286.22	19.248	5.5020	0.016663	vapor
143.19	0.75365	11.874	0.084221	7.8213	8.8396	63.171	27.808	43.170	286.25	19.147	5.5231	0.016770	vapor
143.69	0.77247	12.163	0.082218	7.8268	8.8457	63.038	27.851	43.389	286.27	19.046	5.5443	0.016878	vapor
144.19	0.79163	12.458	0.080272	7.8322	8.8516	62.906	27.894	43.613	286.29	18.947	5.5656	0.016987	vapor
144.69	0.81112	12.758	0.078380	7.8375	8.8574	62.774	27.938	43.842	286.30	18.848	5.5870	0.017098	vapor
145.19	0.83096	13.065	0.076542	7.8426	8.8630	62.643	27.982	44.077	286.31	18.751	5.6086	0.017209	vapor
145.69	0.85115	13.377	0.074755	7.8476	8.8684	62.511	28.027	44.317	286.30	18.655	5.6303	0.017322	vapor
146.19	0.87169	13.695	0.073017	7.8525	8.8736	62.380	28.072	44.564	286.29	18.560	5.6521	0.017436	vapor
146.69	0.89259	14.020	0.071328	7.8573	8.8787	62.250	28.118	44.816	286.27	18.467	5.6741	0.017551	vapor
147.19	0.91385	14.351	0.069684	7.8619	8.8835	62.119	28.165	45.075	286.25	18.374	5.6963	0.017667	vapor
147.69	0.93547	14.688	0.068085	7.8665	8.8882	61.989	28.212	45.341	286.21	18.282	5.7185	0.017784	vapor
148.19	0.95745	15.031	0.066529	7.8708	8.8927	61.859	28.260	45.613	286.17	18.191	5.7410	0.017903	vapor
148.69	0.97981	15.381	0.065015	7.8751	8.8971	61.729	28.309	45.892	286.13	18.101	5.7636	0.018023	vapor
149.19	1.0025	15.738	0.063541	7.8792	8.9012	61.600	28.358	46.179	286.07	18.012	5.7864	0.018145	vapor
149.69	1.0256	16.102	0.062106	7.8832	8.9051	61.470	28.408	46.473	286.01	17.924	5.8094	0.018268	vapor
150.19	1.0491	16.472	0.060708	7.8871	8.9089	61.341	28.459	46.775	285.94	17.836	5.8326	0.018392	vapor
150.69	1.0730	16.850	0.059347	7.8908	8.9124	61.211	28.511	47.086	285.86	17.750	5.8559	0.018518	vapor
151.19	1.0973	17.235	0.058022	7.8944	8.9157	61.082	28.563	47.404	285.78	17.664	5.8795	0.018645	vapor
151.69	1.1219	17.627	0.056730	7.8978	8.9188	60.953	28.616	47.732	285.69	17.579	5.9032	0.018774	vapor
152.19	1.1469	18.027	0.055472	7.9011	8.9217	60.824	28.670	48.068	285.59	17.495	5.9272	0.018905	vapor
152.69	1.1724	18.435	0.054245	7.9042	8.9244	60.695	28.725	48.414	285.48	17.411	5.9514	0.019037	vapor
153.19	1.1982	18.850	0.053050	7.9072	8.9269	60.565	28.781	48.770	285.36	17.329	5.9758	0.019171	vapor
153.69	1.2245	19.274	0.051884	7.9100	8.9292	60.436	28.837	49.136	285.24	17.246	6.0005	0.019306	vapor
154.19	1.2512	19.705	0.050747	7.9126	8.9312	60.307	28.894	49.513	285.11	17.165	6.0254	0.019444	vapor
154.69	1.2782	20.145	0.049639	7.9151	8.9330	60.177	28.953	49.901	284.97	17.084	6.0506	0.019583	vapor
155.19	1.3057	20.594	0.048558	7.9174	8.9346	60.048	29.012	50.301	284.83	17.004	6.0761	0.019725	vapor
155.69	1.3336	21.051	0.047503	7.9196	8.9359	59.918	29.072	50.713	284.67	16.924	6.1018	0.019868	vapor
156.19	1.3620	21.518	0.046474	7.9216	8.9370	59.788	29.133	51.137	284.51	16.844	6.1278	0.020013	vapor
156.69	1.3908	21.993	0.045469	7.9234	8.9379	59.658	29.196	51.575	284.34	16.766	6.1541	0.020161	vapor
157.19	1.4200	22.478	0.044489	7.9250	8.9385	59.527	29.259	52.026	284.16	16.687	6.1807	0.020311	vapor
157.69	1.4496	22.972	0.043531	7.9265	8.9388	59.396	29.323	52.492	283.98	16.609	6.2076	0.020463	vapor
158.19	1.4797	23.476	0.042597	7.9277	8.9389	59.265	29.389	52.973	283.78	16.532	6.2348	0.020618	vapor
158.69	1.5102	23.990	0.041684	7.9288	8.9387	59.134	29.456	53.471	283.58	16.455	6.2624	0.020775	vapor
159.19	1.5412	24.514	0.040792	7.9296	8.9382	59.002	29.524	53.984	283.37	16.378	6.2904	0.020934	vapor
159.69	1.5726	25.049	0.039921	7.9303	8.9375	58.870	29.593	54.515	283.15	16.301	6.3187	0.021097	vapor
160.19	1.6045	25.595	0.039070	7.9308	8.9365	58.737	29.663	55.065	282.92	16.225	6.3474	0.021262	vapor
160.69	1.6369	26.151	0.038239	7.9310	8.9352	58.604	29.735	55.634	282.69	16.149	6.3765	0.021430	vapor
161.19	1.6697	26.719	0.037426	7.9311	8.9336	58.470	29.808	56.223	282.44	16.073	6.4060	0.021601	vapor
161.69	1.7030	27.299	0.036631	7.9309	8.9317	58.336	29.882	56.833	282.19	15.998	6.4360	0.021775	vapor
162.19	1.7367	27.891	0.035854	7.9305	8.9295	58.201	29.958	57.466	281.93	15.922	6.4664	0.021953	vapor
162.69	1.7709	28.494	0.035095	7.9299	8.9269	58.066	30.035	58.122	281.66	15.847	6.4973	0.022134	vapor
163.19	1.8057	29.111	0.034351	7.9290	8.9241	57.930	30.114	58.804	281.38	15.772	6.5287	0.022319	vapor
163.69	1.8409	29.740	0.033624	7.9279	8.9209	57.793	30.194	59.512	281.09	15.696	6.5605	0.022508	vapor
164.19	1.8765	30.383	0.032913	7.9265	8.9174	57.655	30.277	60.247	280.79	15.621	6.5930	0.022700	vapor
164.69	1.9127	31.040	0.032217	7.9249	8.9135	57.516	30.360	61.013	280.49	15.546	6.6259	0.022897	vapor
165.19	1.9494	31.710	0.031536	7.9230	8.9093	57.377	30.446	61.810	280.17	15.471	6.6595	0.023098	vapor
165.69	1.9866	32.395	0.030869	7.9209	8.9047	57.237	30.533	62.640	279.85	15.395	6.6936	0.023304	vapor
166.19	2.0243	33.096	0.030215	7.9184	8.8997	57.095	30.623	63.505	279.51	15.319	6.7284	0.023515	vapor
166.69	2.0625	33.811	0.029576	7.9157	8.8943	56.953	30.714	64.408	279.17	15.243	6.7639	0.023731	vapor
167.19	2.1012	34.543	0.028949	7.9127	8.8886	56.810	30.807	65.351	278.82	15.167	6.8000	0.023953	vapor
167.69	2.1405	35.292	0.028335	7.9094	8.8824	56.665	30.903	66.337	278.46	15.091	6.8369	0.024180	vapor
168.19	2.1802	36.057	0.027734	7.9057	8.8758	56.519	31.000	67.369	278.09	15.014	6.8746	0.024413	vapor
168.69	2.2205	36.840	0.027144	7.9018	8.8688	56.372	31.101	68.449	277.71	14.937	6.9130	0.024653	vapor
169.19	2.2614	37.642	0.026566	7.8975	8.8613	56.224	31.203	69.582	277.32	14.859	6.9523	0.024900	vapor
169.69	2.3028	38.462	0.026000	7.8928	8.8533	56.074	31.308	70.770	276.91	14.781	6.9925	0.025154	vapor
170.19	2.3447	39.302	0.025444	7.8878	8.8449	55.923	31.416	72.020	276.50	14.702	7.0336	0.025416	vapor
170.69	2.3872	40.163	0.024898	7.8825	8.8360	55.770	31.526	73.334	276.08	14.622	7.0757	0.025687	vapor
171.19	2.4302	41.045	0.024363	7.8767	8.8266	55.615	31.640	74.718	275.65	14.542	7.1188	0.025966	vapor
171.69	2.4738	41.949	0.023838	7.8705	8.8166	55.459	31.756	76.178	275.21	14.460	7.1630	0.026255	vapor
172.19	2.5179	42.877	0.023323	7.8640	8.8061	55.300	31.876	77.719	274.75	14.378	7.2083	0.026554	vapor
172.69	2.5627	43.828	0.022817	7.8569	8.7950	55.140	31.999	79.350	274.29	14.295	7.2549	0.026864	vapor
173.19	2.6080	44.804	0.022319	7.8495	8.7833	54.978	32.125	81.078	273.81	14.211	7.3027	0.027186	vapor
173.69	2.6539	45.807	0.021831	7.8415	8.7710	54.813	32.256	82.911	273.32	14.126	7.3519	0.027520	vapor
174.19	2.7003	46.837	0.021351	7.8331	8.7580	54.646	32.390	84.860	272.82	14.039	7.4026	0.027869	vapor
174.69	2.7474	47.896	0.020879	7.8241	8.7444	54.476	32.528	86.935	272.31	13.951	7.4547	0.028233	vapor
175.19	2.7951	48.985	0.020414	7.8146	8.7300	54.304	32.671	89.150	271.79	13.861	7.5085	0.028613	vapor
175.69	2.8434	50.106	0.019958	7.8046	8.7150	54.129	32.819	91.517	271.25	13.770	7.5640	0.029010	vapor
176.19	2.8923	51.261	0.019508	7.7939	8.6991	53.951	32.971	94.055	270.70	13.677	7.6214	0.029427	vapor
176.69	2.9418	52.450	0.019066	7.7826	8.6824	53.770	33.129	96.780	270.14	13.582	7.6807	0.029866	vapor
177.19	2.9919	53.678	0.018630	7.7707	8.6649	53.585	33.293	99.716	269.56	13.485	7.7421	0.030327	vapor
177.69	3.0427	54.944	0.018200	7.7580	8.6464	53.396	33.463	102.89	268.97	13.385	7.8058	0.030815	vapor
178.19	3.0941	56.253	0.017777	7.7446	8.6270	53.204	33.639	106.32	268.37	13.284	7.8720	0.031330	vapor
178.69	3.1461	57.606	0.017359	7.7305	8.6066	53.007	33.822	110.05	267.74	13.179	7.9408	0.031878	vapor
179.19	3.1988	59.008	0.016947	7.7155	8.5851	52.806	34.013	114.12	267.11	13.072	8.0125	0.032460	vapor
179.69	3.2522	60.460	0.016540	7.6995	8.5625	52.600	34.212	118.57	266.45	12.961	8.0872	0.033082	vapor
180.19	3.3062	61.967	0.016138	7.6827	8.5386	52.389	34.420	123.46	265.78	12.847	8.1654	0.033748	vapor
180.69	3.3610	63.533	0.015740	7.6648	8.5134	52.172	34.637	128.87	265.08	12.729	8.2472	0.034463	vapor
181.19	3.4164	65.163	0.015346	7.6457	8.4868	51.948	34.865	134.86	264.37	12.607	8.3331	0.035236	vapor
181.69	3.4725	66.863	0.014956	7.6255	8.4587	51.718	35.105	141.55	263.63	12.481	8.4234	0.036072	vapor
182.19	3.5293	68.638	0.014569	7.6040	8.4289	51.480	35.357	149.06	262.87	12.349	8.5187	0.036983	vapor
182.69	3.5868	70.497	0.014185	7.5810	8.3972	51.234	35.623	157.54	262.09	12.213	8.6195	0.037980	vapor
183.19	3.6451	72.447	0.013803	7.5564	8.3636	50.979	35.905	167.21	261.27	12.070	8.7265	0.039076	vapor
183.69	3.7040	74.499	0.013423	7.5301	8.3277	50.713	36.205	178.32	260.43	11.920	8.8405	0.040290	vapor
184.19	3.7638	76.665	0.013044	7.5018	8.2894	50.436	36.524	191.22	259.54	11.763	8.9624	0.041644	vapor
184.69	3.8243	78.960	0.012665	7.4714	8.2484	50.146	36.866	206.37	258.62	11.598	9.0934	0.043167	vapor
185.19	3.8856	81.401	0.012285	7.4384	8.2042	49.840	37.234	224.41	257.65	11.422	9.2349	0.044895	vapor
185.69	3.9477	84.012	0.011903	7.4026	8.1564	49.518	37.632	246.25	256.63	11.236	9.3889	0.046878	vapor
186.19	4.0105	86.821	0.011518	7.3634	8.1045	49.175	38.067	273.21	255.53	11.037	9.5577	0.049185	vapor
186.69	4.0743	89.866	0.011128	7.3202	8.0475	48.808	38.546	307.34	254.36	10.823	9.7444	0.051910	vapor
187.19	4.1388	93.199	0.010730	7.2722	7.9847	48.411	39.081	351.89	253.09	10.591	9.9534	0.055197	vapor
187.69	4.2043	96.894	0.010321	7.2182	7.9143	47.976	39.689	412.48	251.67	10.337	10.191	0.059267	vapor
188.19	4.2706	101.06	0.0098953	7.1564	7.8343	47.493	40.399	499.62	250.06	10.053	10.467	0.064495	vapor
188.69	4.3379	105.87	0.0094455	7.0839	7.7412	46.944	41.265	635.54	248.16	9.7305	10.795	0.071572	vapor
189.19	4.4062	111.65	0.0089568	6.9956	7.6287	46.295	42.401	876.53	245.72	9.3500	11.205	0.081992	vapor
189.69	4.4756	119.07	0.0083982	6.8805	7.4835	45.478	44.101	1416.0	242.13	8.8732	11.758	0.099877	vapor
190.19	4.5461	130.31	0.0076739	6.7044	7.2641	44.275	47.486	3579.5	234.93	8.1908	12.658	0.14469	vapor
